"Server_IP","Client_IP","Server_port","Client_port"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","7.167.69.53","2600","21"
"131.243.1.10","18.51.157.217","42675","21"
"131.243.1.10","18.51.157.217","42675","21"
"131.243.1.10","18.51.157.217","42675","21"
"131.243.1.10","18.51.157.217","42675","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","18.51.157.217","42675","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","18.51.157.217","42675","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","200.51.200.214","40390","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","8.140.239.183","4719","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2620","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2629","21"
"131.243.1.10","7.167.69.53","2636","21"
"131.243.1.10","7.167.69.53","2636","21"
"131.243.1.10","7.167.69.53","2636","21"
"131.243.1.10","7.167.69.53","2636","21"
"131.243.1.10","7.167.69.53","2636","21"
"131.243.1.10","7.167.69.53","2598","21"
"131.243.1.10","245.105.23.166","3490","21"
"131.243.1.10","245.105.23.166","3490","21"
"131.243.1.10","245.105.23.166","3490","21"
"131.243.1.10","245.105.23.166","3490","21"
"131.243.1.10","245.105.23.166","3490","21"
"131.243.1.10","245.105.23.166","3490","21"
"131.243.1.10","245.105.23.166","3492","21"
"131.243.1.10","245.105.23.166","3492","21"
"131.243.1.10","245.105.23.166","3492","21"
"131.243.1.10","245.105.23.166","3492","21"
"131.243.1.10","245.105.23.166","3492","21"
"131.243.1.10","245.105.23.166","3494","21"
"131.243.1.10","245.105.23.166","3494","21"
"131.243.1.10","245.105.23.166","3494","21"
"131.243.1.10","245.105.23.166","3494","21"
"131.243.1.10","245.105.23.166","3494","21"
"131.243.1.10","245.105.23.166","3494","21"
"131.243.1.10","245.105.23.166","3496","21"
"131.243.1.10","245.105.23.166","3496","21"
"131.243.1.10","245.105.23.166","3496","21"
"131.243.1.10","245.105.23.166","3496","21"
"131.243.1.10","245.105.23.166","3496","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","21.242.196.102","14516","21"
"131.243.1.10","6.98.20.142","33125","21"
"131.243.1.10","6.98.20.142","33125","21"
"131.243.1.10","6.98.20.142","33125","21"
"131.243.1.10","6.98.20.142","33125","21"
"131.243.1.10","6.98.20.142","33125","21"
"131.243.1.10","6.98.20.142","33125","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","21.242.196.102","14533","21"
"131.243.1.10","83.10.133.169","3116","21"
"131.243.1.10","83.10.133.169","3116","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","84.68.192.198","1548","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","21.242.196.102","14561","21"
"131.243.1.10","92.153.240.120","1335","21"
"131.243.1.10","92.153.240.120","1335","21"
"131.243.1.10","92.153.240.120","1335","21"
"131.243.1.10","92.153.240.120","1335","21"
"131.243.1.10","92.153.240.120","1335","21"
"109.103.64.27","187.18.15.111","4313","21"
"109.103.64.27","187.18.15.111","4313","21"
"109.103.64.27","187.18.15.111","4313","21"
"109.103.64.27","187.18.15.111","4313","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","21.242.196.102","14576","21"
"131.243.1.10","83.10.133.169","3116","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"131.243.1.10","83.139.153.25","33268","21"
"203.174.5.11","166.72.28.214","22622","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","4.251.189.14","48970","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.10","148.111.20.136","44396","21"
"131.243.1.83","242.4.57.99","1310","21"
"131.243.1.83","242.4.57.99","1310","21"
"131.243.1.83","242.4.57.99","1310","21"
"131.243.1.83","242.4.57.99","1310","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"128.3.28.48","84.150.201.32","32790","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1452","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","216.43.247.103","58440","21"
"131.243.1.10","128.70.138.248","1452","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1452","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1452","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1452","21"
"131.243.1.10","128.70.138.248","1452","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","128.70.138.248","1451","21"
"131.243.1.10","81.38.119.105","55462","21"
"131.243.1.10","81.38.119.105","55462","21"
"131.243.1.10","81.38.119.105","55462","21"
"131.243.1.10","81.38.119.105","55462","21"
"131.243.1.10","81.38.119.105","55462","21"
"131.243.1.10","81.38.119.105","55462","21"
"131.243.1.10","81.38.119.105","55462","21"
"203.174.5.11","118.110.62.142","2244","21"
"203.174.5.11","118.110.62.142","2244","21"
"203.174.5.11","118.110.62.142","2244","21"
"131.243.1.10","81.38.119.105","55579","21"
"131.243.1.10","81.38.119.105","55579","21"
"131.243.1.10","81.38.119.105","55579","21"
"131.243.1.10","81.38.119.105","55579","21"
"131.243.1.10","81.38.119.105","55579","21"
"131.243.1.10","81.38.119.105","55579","21"
"131.243.1.10","81.38.119.105","55579","21"
"203.174.5.11","118.110.62.142","2244","21"
"203.174.5.11","118.110.62.142","2244","21"
"203.174.5.11","118.110.62.142","2244","21"
"203.174.5.11","118.110.62.142","2244","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29367","21"
"131.243.1.10","120.221.194.180","29369","21"
"131.243.1.10","120.221.194.180","29372","21"
"131.243.1.10","120.221.194.180","29376","21"
"131.243.1.10","120.221.194.180","29375","21"
"131.243.1.10","120.221.194.180","29369","21"
"131.243.1.10","120.221.194.180","29372","21"
"131.243.1.10","120.221.194.180","29376","21"
"131.243.1.10","120.221.194.180","29374","21"
"131.243.1.10","120.221.194.180","29377","21"
"131.243.1.10","120.221.194.180","29375","21"
"131.243.1.10","120.221.194.180","29378","21"
"131.243.1.10","120.221.194.180","29430","21"
"131.243.1.10","120.221.194.180","29367","21"
"131.243.1.10","120.221.194.180","29369","21"
"131.243.1.10","120.221.194.180","29372","21"
"131.243.1.10","120.221.194.180","29367","21"
"131.243.1.10","120.221.194.180","29369","21"
"131.243.1.10","120.221.194.180","29372","21"
"131.243.1.10","120.221.194.180","29367","21"
"131.243.1.10","120.221.194.180","29369","21"
"131.243.1.10","120.221.194.180","29541","21"
"131.243.1.10","120.221.194.180","29536","21"
"131.243.1.10","120.221.194.180","29539","21"
"131.243.1.10","120.221.194.180","29538","21"
"131.243.1.10","120.221.194.180","29537","21"
"131.243.1.10","120.221.194.180","29559","21"
"131.243.1.10","120.221.194.180","29369","21"
"131.243.1.10","120.221.194.180","29367","21"
"131.243.1.10","120.221.194.180","29907","21"
"131.243.1.10","120.221.194.180","29910","21"
"131.243.1.10","120.221.194.180","29907","21"
"131.243.1.10","120.221.194.180","29914","21"
"131.243.1.10","120.221.194.180","29915","21"
"131.243.1.10","120.221.194.180","29140","21"
"131.243.1.10","120.221.194.180","29907","21"
"131.243.1.10","120.221.194.180","29906","21"
"131.243.1.10","120.221.194.180","30391","21"
"131.243.1.10","120.221.194.180","29907","21"
"131.243.1.10","120.221.194.180","29910","21"
"131.243.1.10","120.221.194.180","29906","21"
"131.243.1.10","120.221.194.180","30391","21"
"131.243.1.10","120.221.194.180","29907","21"
"131.243.1.10","120.221.194.180","29906","21"
"131.243.1.10","120.221.194.180","30391","21"
"131.243.1.10","120.221.194.180","30391","21"
"131.243.1.10","120.221.194.180","29906","21"
"128.3.12.44","92.222.78.98","17781","21"
"131.243.1.10","120.221.194.180","30756","21"
"131.243.1.10","120.221.194.180","30756","21"
"131.243.1.10","120.221.194.180","31058","21"
"131.243.1.10","120.221.194.180","31058","21"
"131.243.1.10","120.221.194.180","31058","21"
"131.243.1.10","120.221.194.180","29907","21"
"131.243.1.10","120.221.194.180","29906","21"
"131.243.1.10","120.221.194.180","31069","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","120.221.194.180","31769","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","120.221.194.180","31813","21"
"131.243.1.10","120.221.194.180","31769","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","120.221.194.180","31813","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","92.222.78.98","18017","21"
"131.243.1.10","120.221.194.180","31813","21"
"131.243.1.10","120.221.194.180","31769","21"
"131.243.1.10","120.221.194.180","31813","21"
"131.243.1.10","120.221.194.180","31769","21"
"131.243.1.10","120.221.194.180","29372","21"
"131.243.1.10","120.221.194.180","31813","21"
"131.243.1.10","120.221.194.180","31769","21"
"128.3.12.44","92.222.78.98","17781","21"
"131.243.1.10","160.67.168.82","38025","21"
"131.243.1.10","160.67.168.82","38025","21"
"131.243.1.10","160.67.168.82","38025","21"
"131.243.1.10","160.67.168.82","38025","21"
"131.243.1.10","160.67.168.82","38025","21"
"131.243.1.10","160.67.168.82","38025","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1388","21"
"131.243.1.10","70.83.168.104","1388","21"
"131.243.1.10","70.83.168.104","1388","21"
"131.243.1.10","70.83.168.104","1388","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1387","21"
"131.243.1.10","70.83.168.104","1388","21"
"131.243.1.10","104.181.5.156","47260","21"
"131.243.1.10","104.181.5.156","47260","21"
"131.243.1.10","104.181.5.156","47260","21"
"131.243.1.10","104.181.5.156","47260","21"
"131.243.1.10","104.181.5.156","47260","21"
"131.243.1.10","104.181.5.156","47260","21"
"131.243.1.10","104.181.5.156","47260","21"
"131.243.1.10","97.75.199.255","3936","21"
"131.243.1.10","97.75.199.255","3936","21"
"131.243.1.10","97.75.199.255","3936","21"
"131.243.1.10","97.75.199.255","3936","21"
"131.243.1.10","97.75.199.255","3936","21"
"128.3.12.44","53.35.98.207","55433","21"
"128.3.12.44","53.35.98.207","55433","21"
"131.243.1.10","79.251.181.125","1307","21"
"131.243.1.10","79.251.181.125","1312","21"
"131.243.1.10","79.251.181.125","1312","21"
"131.243.1.10","79.251.181.125","1312","21"
"131.243.1.10","79.251.181.125","1312","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","79.251.181.125","1312","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","58.244.246.143","50764","21"
"131.243.1.10","79.251.181.125","1312","21"
"131.243.1.10","79.251.181.125","1312","21"
"131.243.1.10","210.108.184.159","32590","21"
"131.243.1.10","210.108.184.159","32590","21"
"131.243.1.10","210.108.184.159","32590","21"
"131.243.1.10","210.108.184.159","32590","21"
"128.3.12.44","175.61.131.91","1134","21"
"131.243.1.10","97.75.199.255","4327","21"
"131.243.1.10","97.75.199.255","4327","21"
"131.243.1.10","97.75.199.255","4327","21"
"131.243.1.10","97.75.199.255","4327","21"
"131.243.1.10","97.75.199.255","4327","21"
"131.243.1.10","210.108.184.159","32590","21"
"131.243.1.10","210.108.184.159","32590","21"
"131.243.1.10","210.108.184.159","32590","21"
"131.243.1.10","210.108.184.159","34263","21"
"131.243.1.10","210.108.184.159","34263","21"
"131.243.1.10","210.108.184.159","34263","21"
"131.243.1.10","210.108.184.159","34263","21"
"131.243.1.10","51.88.161.58","63786","21"
"131.243.1.10","51.88.161.58","63786","21"
"131.243.1.10","51.88.161.58","63786","21"
"131.243.1.10","51.88.161.58","63786","21"
"131.243.1.10","51.88.161.58","63786","21"
"131.243.1.10","51.88.161.58","63786","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63835","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","64032","21"
"131.243.1.10","51.88.161.58","63920","21"
"131.243.1.10","210.108.184.159","34263","21"
"131.243.1.10","210.108.184.159","34263","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"109.103.64.27","7.78.244.35","3604","21"
"109.103.64.27","7.78.244.35","3604","21"
"109.103.64.27","7.78.244.35","3604","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","62.207.37.99","1025","21"
"131.243.1.10","75.16.160.171","52943","21"
"131.243.1.10","75.16.160.171","52943","21"
"131.243.1.10","75.16.160.171","52943","21"
"131.243.1.10","75.16.160.171","52943","21"
"131.243.1.10","75.16.160.171","52943","21"
"131.243.1.10","75.16.160.171","52943","21"
"131.243.1.10","75.16.160.171","52943","21"
"123.47.104.102","7.78.244.35","3660","21"
"109.103.64.27","7.78.244.35","3604","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.2.12","46.73.123.189","1172","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2519","21"
"131.243.1.10","37.152.217.89","2519","21"
"131.243.1.10","37.152.217.89","2519","21"
"131.243.1.10","37.152.217.89","2519","21"
"131.243.1.10","37.152.217.89","2519","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","37.152.217.89","2515","21"
"131.243.1.10","12.63.0.68","65273","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","87.106.191.42","24701","21"
"131.243.1.10","189.89.200.219","61614","21"
"131.243.1.10","189.89.200.219","61614","21"
"131.243.1.10","189.89.200.219","61614","21"
"131.243.1.10","189.89.200.219","61614","21"
"131.243.1.10","189.89.200.219","61614","21"
"131.243.1.10","189.89.200.219","61614","21"
"131.243.1.10","189.89.200.219","61614","21"
"131.243.1.10","189.89.200.219","61614","21"
"128.3.28.48","120.14.219.195","3172","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
"128.3.28.48","120.14.219.195","3178","21"
