"Connection Duration","Probability"
"328","0.622581"
"329","0.624194"
"330","0.624194"
"331","0.624194"
"332","0.627419"
"333","0.627419"
"334","0.627419"
"335","0.627419"
"336","0.629032"
"337","0.629032"
"338","0.629032"
"339","0.629032"
"340","0.629032"
"341","0.629032"
"342","0.629032"
"343","0.629032"
"344","0.630645"
"345","0.630645"
"346","0.630645"
"347","0.630645"
"348","0.632258"
"349","0.632258"
"350","0.632258"
"351","0.632258"
"352","0.632258"
"353","0.632258"
"354","0.632258"
"355","0.632258"
"356","0.632258"
"357","0.632258"
"358","0.632258"
"359","0.635484"
"360","0.635484"
"361","0.635484"
"362","0.640323"
"363","0.640323"
"364","0.640323"
"365","0.640323"
"366","0.641935"
"367","0.643548"
"368","0.643548"
"369","0.643548"
"370","0.643548"
"371","0.645161"
"372","0.645161"
"373","0.646774"
"374","0.646774"
"375","0.646774"
"376","0.646774"
"377","0.648387"
"378","0.65"
"379","0.651613"
"380","0.653226"
"381","0.654839"
"382","0.654839"
"383","0.654839"
"384","0.654839"
"385","0.654839"
"386","0.654839"
"387","0.654839"
"388","0.654839"
"389","0.654839"
"390","0.654839"
"391","0.654839"
"392","0.654839"
"393","0.656452"
"394","0.656452"
"395","0.656452"
"396","0.656452"
"397","0.656452"
"398","0.656452"
"399","0.656452"
"400","0.656452"
"401","0.656452"
"402","0.656452"
"403","0.656452"
"404","0.656452"
"405","0.656452"
"406","0.656452"
"407","0.656452"
"408","0.656452"
"409","0.656452"
"410","0.658065"
"411","0.658065"
"412","0.658065"
"413","0.658065"
"414","0.659677"
"415","0.659677"
"416","0.659677"
"417","0.659677"
"418","0.659677"
"419","0.659677"
"420","0.659677"
"421","0.659677"
"422","0.659677"
"423","0.66129"
"424","0.66129"
"425","0.66129"
"426","0.66129"
"427","0.66129"
"428","0.66129"
"429","0.66129"
"430","0.66129"
"431","0.66129"
"432","0.66129"
"433","0.66129"
"434","0.66129"
"435","0.66129"
"436","0.66129"
"437","0.66129"
"438","0.66129"
"439","0.66129"
"440","0.66129"
"441","0.66129"
"442","0.66129"
"443","0.66129"
"444","0.66129"
"445","0.66129"
"446","0.662903"
"447","0.662903"
"448","0.662903"
"449","0.662903"
"450","0.662903"
"451","0.662903"
"452","0.662903"
"453","0.662903"
"454","0.662903"
"455","0.662903"
"456","0.662903"
"457","0.662903"
"458","0.662903"
"459","0.662903"
"460","0.662903"
"461","0.662903"
"462","0.662903"
"463","0.664516"
"464","0.667742"
"465","0.667742"
"466","0.667742"
"467","0.669355"
"468","0.669355"
"469","0.669355"
"470","0.669355"
"471","0.669355"
"472","0.669355"
"473","0.669355"
"474","0.670968"
"475","0.670968"
"476","0.670968"
"477","0.670968"
"478","0.670968"
"479","0.670968"
"480","0.670968"
"481","0.672581"
"482","0.672581"
"483","0.672581"
"484","0.672581"
"485","0.672581"
"486","0.672581"
"487","0.672581"
"488","0.674194"
"489","0.674194"
"490","0.674194"
"491","0.674194"
"492","0.674194"
"493","0.674194"
"494","0.674194"
"495","0.675806"
"496","0.675806"
"497","0.675806"
"498","0.677419"
"499","0.677419"
"500","0.677419"
"501","0.677419"
"502","0.677419"
"503","0.677419"
"504","0.677419"
"505","0.677419"
"506","0.677419"
"507","0.677419"
"508","0.677419"
"509","0.677419"
"510","0.677419"
"511","0.677419"
"512","0.677419"
"513","0.677419"
"514","0.677419"
"515","0.677419"
"516","0.677419"
"517","0.677419"
"518","0.677419"
"519","0.679032"
"520","0.679032"
"521","0.679032"
"522","0.679032"
"523","0.679032"
"524","0.679032"
"525","0.679032"
"526","0.679032"
"527","0.679032"
"528","0.680645"
"529","0.680645"
"530","0.682258"
"531","0.683871"
"532","0.683871"
"533","0.683871"
"534","0.683871"
"535","0.683871"
"536","0.683871"
"537","0.683871"
"538","0.683871"
"539","0.683871"
"540","0.683871"
"541","0.683871"
"542","0.683871"
"543","0.683871"
"544","0.683871"
"545","0.683871"
"546","0.683871"
"547","0.683871"
"548","0.683871"
"549","0.683871"
"550","0.683871"
"551","0.683871"
"552","0.683871"
"553","0.683871"
"554","0.683871"
"555","0.683871"
"556","0.683871"
"557","0.683871"
"558","0.683871"
"559","0.683871"
"560","0.683871"
"561","0.683871"
"562","0.683871"
"563","0.683871"
"564","0.683871"
"565","0.683871"
"566","0.683871"
"567","0.683871"
"568","0.683871"
"569","0.683871"
"570","0.683871"
"571","0.683871"
"572","0.683871"
"573","0.683871"
"574","0.685484"
"575","0.685484"
"576","0.685484"
"577","0.685484"
"578","0.685484"
"579","0.685484"
"580","0.685484"
"581","0.685484"
"582","0.685484"
"583","0.685484"
"584","0.685484"
"585","0.685484"
"586","0.685484"
"587","0.685484"
"588","0.685484"
"589","0.685484"
"590","0.685484"
"591","0.685484"
"592","0.685484"
"593","0.685484"
"594","0.687097"
"595","0.687097"
"596","0.687097"
"597","0.687097"
"598","0.687097"
"599","0.687097"
"600","0.687097"
"601","0.687097"
"602","0.687097"
"603","0.68871"
"604","0.690323"
"605","0.696774"
"606","0.701613"
"607","0.704839"
"608","0.708065"
"609","0.71129"
"610","0.71129"
"611","0.712903"
"612","0.712903"
"613","0.712903"
"614","0.712903"
"615","0.712903"
"616","0.712903"
"617","0.712903"
"618","0.712903"
"619","0.714516"
"620","0.714516"
"621","0.716129"
"622","0.716129"
"623","0.716129"
"624","0.716129"
"625","0.716129"
"626","0.717742"
"627","0.719355"
"628","0.719355"
"629","0.719355"
"630","0.719355"
"631","0.719355"
"632","0.719355"
"633","0.719355"
"634","0.719355"
"635","0.719355"
"636","0.719355"
"637","0.719355"
"638","0.719355"
"639","0.719355"
"640","0.719355"
"641","0.719355"
"642","0.720968"
"643","0.720968"
"644","0.720968"
"645","0.720968"
"646","0.720968"
"647","0.720968"
"648","0.720968"
"649","0.720968"
"650","0.722581"
"651","0.722581"
"652","0.722581"
"653","0.722581"
"654","0.722581"
"655","0.722581"
"656","0.722581"
"657","0.722581"
"658","0.724194"
"659","0.724194"
"660","0.724194"
"661","0.724194"
"662","0.724194"
"663","0.724194"
"664","0.724194"
"665","0.724194"
"666","0.724194"
"667","0.724194"
"668","0.724194"
"669","0.724194"
"670","0.724194"
"671","0.724194"
"672","0.724194"
"673","0.724194"
"674","0.724194"
"675","0.724194"
"676","0.724194"
"677","0.724194"
"678","0.724194"
"679","0.725806"
"680","0.727419"
"681","0.727419"
"682","0.727419"
"683","0.727419"
"684","0.727419"
"685","0.727419"
"686","0.727419"
"687","0.727419"
"688","0.730645"
"689","0.730645"
"690","0.730645"
"691","0.730645"
"692","0.732258"
"693","0.732258"
"694","0.732258"
"695","0.732258"
"696","0.732258"
"697","0.732258"
"698","0.732258"
"699","0.732258"
"700","0.732258"
"701","0.732258"
"702","0.732258"
"703","0.732258"
"704","0.732258"
"705","0.732258"
"706","0.732258"
"707","0.732258"
"708","0.732258"
"709","0.733871"
"710","0.733871"
"711","0.733871"
"712","0.733871"
"713","0.733871"
"714","0.733871"
"715","0.733871"
"716","0.733871"
"717","0.733871"
"718","0.733871"
"719","0.733871"
"720","0.733871"
"721","0.733871"
"722","0.733871"
"723","0.733871"
"724","0.733871"
"725","0.733871"
"726","0.733871"
"727","0.733871"
"728","0.735484"
"729","0.735484"
"730","0.735484"
"731","0.735484"
"732","0.735484"
"733","0.735484"
"734","0.735484"
"735","0.735484"
"736","0.735484"
"737","0.735484"
"738","0.735484"
"739","0.737097"
"740","0.737097"
"741","0.737097"
"742","0.737097"
"743","0.737097"
"744","0.737097"
"745","0.737097"
"746","0.737097"
"747","0.737097"
"748","0.737097"
"749","0.737097"
"750","0.737097"
"751","0.737097"
"752","0.737097"
"753","0.737097"
"754","0.737097"
"755","0.737097"
"756","0.737097"
"757","0.737097"
"758","0.737097"
"759","0.737097"
"760","0.737097"
"761","0.737097"
"762","0.737097"
"763","0.737097"
"764","0.737097"
"765","0.737097"
"766","0.737097"
"767","0.737097"
"768","0.737097"
"769","0.737097"
"770","0.737097"
"771","0.737097"
"772","0.737097"
"773","0.737097"
"774","0.737097"
"775","0.73871"
"776","0.73871"
"777","0.73871"
"778","0.73871"
"779","0.73871"
"780","0.740323"
"781","0.740323"
"782","0.740323"
"783","0.740323"
"784","0.740323"
"785","0.740323"
"786","0.740323"
"787","0.740323"
"788","0.740323"
"789","0.740323"
"790","0.740323"
"791","0.740323"
"792","0.740323"
"793","0.741935"
"794","0.741935"
"795","0.741935"
"796","0.741935"
"797","0.743548"
"798","0.745161"
"799","0.745161"
"800","0.745161"
"801","0.745161"
"802","0.745161"
"803","0.745161"
"804","0.745161"
"805","0.745161"
"806","0.745161"
"807","0.745161"
"808","0.745161"
"809","0.745161"
"810","0.745161"
"811","0.745161"
"812","0.745161"
"813","0.746774"
"814","0.746774"
"815","0.746774"
"816","0.748387"
"817","0.748387"
"818","0.748387"
"819","0.75"
"820","0.751613"
"821","0.751613"
"822","0.751613"
"823","0.751613"
"824","0.751613"
"825","0.751613"
"826","0.751613"
"827","0.751613"
"828","0.751613"
"829","0.751613"
"830","0.751613"
"831","0.751613"
"832","0.751613"
"833","0.753226"
"834","0.753226"
"835","0.754839"
"836","0.754839"
"837","0.754839"
"838","0.754839"
"839","0.754839"
"840","0.754839"
"841","0.754839"
"842","0.754839"
"843","0.754839"
"844","0.754839"
"845","0.756452"
"846","0.756452"
"847","0.756452"
"848","0.756452"
"849","0.756452"
"850","0.756452"
"851","0.756452"
"852","0.756452"
"853","0.756452"
"854","0.756452"
"855","0.756452"
"856","0.756452"
"857","0.756452"
"858","0.756452"
"859","0.756452"
"860","0.756452"
"861","0.756452"
"862","0.756452"
"863","0.756452"
"864","0.756452"
"865","0.756452"
"866","0.756452"
"867","0.756452"
"868","0.756452"
"869","0.756452"
"870","0.756452"
"871","0.756452"
"872","0.756452"
"873","0.756452"
"874","0.756452"
"875","0.756452"
"876","0.756452"
"877","0.756452"
"878","0.756452"
"879","0.756452"
"880","0.756452"
"881","0.756452"
"882","0.756452"
"883","0.756452"
"884","0.756452"
"885","0.756452"
"886","0.756452"
"887","0.756452"
"888","0.756452"
"889","0.756452"
"890","0.756452"
"891","0.756452"
"892","0.756452"
"893","0.756452"
"894","0.756452"
"895","0.756452"
"896","0.756452"
"897","0.758065"
"898","0.758065"
"899","0.758065"
"900","0.758065"
"901","0.759677"
"902","0.759677"
"903","0.759677"
"904","0.762903"
"905","0.764516"
"906","0.764516"
"907","0.764516"
"908","0.764516"
"909","0.764516"
"910","0.766129"
"911","0.766129"
"912","0.767742"
"913","0.770968"
"914","0.770968"
"915","0.770968"
"916","0.774194"
"917","0.774194"
"918","0.774194"
"919","0.774194"
"920","0.774194"
"921","0.774194"
"922","0.774194"
"923","0.774194"
"924","0.774194"
"925","0.774194"
"926","0.774194"
"927","0.774194"
"928","0.775806"
"929","0.775806"
"930","0.775806"
"931","0.775806"
"932","0.775806"
"933","0.775806"
"934","0.775806"
"935","0.775806"
"936","0.777419"
"937","0.777419"
"938","0.777419"
"939","0.777419"
"940","0.777419"
"941","0.777419"
"942","0.777419"
"943","0.777419"
"944","0.777419"
"945","0.777419"
"946","0.777419"
"947","0.777419"
"948","0.777419"
"949","0.777419"
"950","0.777419"
"951","0.777419"
"952","0.777419"
"953","0.777419"
"954","0.777419"
"955","0.777419"
"956","0.777419"
"957","0.777419"
"958","0.777419"
"959","0.777419"
"960","0.777419"
"961","0.777419"
"962","0.777419"
"963","0.777419"
"964","0.777419"
"965","0.777419"
"966","0.777419"
"967","0.777419"
"968","0.777419"
"969","0.777419"
"970","0.777419"
"971","0.777419"
"972","0.777419"
"973","0.777419"
"974","0.779032"
"975","0.779032"
"976","0.779032"
"977","0.779032"
"978","0.779032"
"979","0.780645"
"980","0.780645"
"981","0.780645"
"982","0.780645"
"983","0.780645"
"984","0.780645"
"985","0.780645"
"986","0.780645"
"987","0.780645"
"988","0.780645"
"989","0.780645"
"990","0.780645"
"991","0.780645"
"992","0.780645"
"993","0.780645"
"994","0.780645"
"995","0.780645"
"996","0.780645"
"997","0.780645"
"998","0.780645"
"999","0.780645"
"1000","0.780645"
"1001","0.782258"
"1002","0.782258"
"1003","0.782258"
"1004","0.782258"
"1005","0.782258"
"1006","0.782258"
"1007","0.782258"
"1008","0.782258"
"1009","0.782258"
"1010","0.782258"
"1011","0.782258"
"1012","0.782258"
"1013","0.782258"
"1014","0.782258"
"1015","0.782258"
"1016","0.782258"
"1017","0.782258"
"1018","0.782258"
"1019","0.783871"
"1020","0.783871"
"1021","0.783871"
"1022","0.783871"
"1023","0.783871"
"1024","0.783871"
"1025","0.783871"
"1026","0.783871"
"1027","0.783871"
"1028","0.783871"
"1029","0.783871"
"1030","0.783871"
"1031","0.783871"
"1032","0.783871"
"1033","0.783871"
"1034","0.783871"
"1035","0.783871"
"1036","0.783871"
"1037","0.783871"
"1038","0.783871"
"1039","0.783871"
"1040","0.783871"
"1041","0.783871"
"1042","0.783871"
"1043","0.783871"
"1044","0.783871"
"1045","0.783871"
"1046","0.785484"
"1047","0.785484"
"1048","0.785484"
"1049","0.785484"
"1050","0.787097"
"1051","0.787097"
"1052","0.787097"
"1053","0.787097"
"1054","0.78871"
"1055","0.78871"
"1056","0.78871"
"1057","0.78871"
"1058","0.78871"
"1059","0.78871"
"1060","0.78871"
"1061","0.790323"
"1062","0.790323"
"1063","0.790323"
"1064","0.790323"
"1065","0.790323"
"1066","0.790323"
"1067","0.790323"
"1068","0.791935"
"1069","0.791935"
"1070","0.791935"
"1071","0.791935"
"1072","0.791935"
"1073","0.791935"
"1074","0.791935"
"1075","0.791935"
"1076","0.791935"
"1077","0.791935"
"1078","0.791935"
"1079","0.791935"
"1080","0.791935"
"1081","0.791935"
"1082","0.791935"
"1083","0.791935"
"1084","0.791935"
"1085","0.791935"
"1086","0.791935"
"1087","0.791935"
"1088","0.791935"
"1089","0.791935"
"1090","0.791935"
"1091","0.791935"
"1092","0.791935"
"1093","0.791935"
"1094","0.791935"
"1095","0.791935"
"1096","0.791935"
"1097","0.791935"
"1098","0.791935"
"1099","0.791935"
"1100","0.791935"
"1101","0.791935"
"1102","0.791935"
"1103","0.791935"
"1104","0.791935"
"1105","0.791935"
"1106","0.791935"
"1107","0.791935"
"1108","0.791935"
"1109","0.791935"
"1110","0.791935"
"1111","0.791935"
"1112","0.793548"
"1113","0.793548"
"1114","0.793548"
"1115","0.793548"
"1116","0.793548"
"1117","0.793548"
"1118","0.793548"
"1119","0.795161"
"1120","0.795161"
"1121","0.795161"
"1122","0.795161"
"1123","0.795161"
"1124","0.795161"
"1125","0.795161"
"1126","0.795161"
"1127","0.795161"
"1128","0.795161"
"1129","0.796774"
"1130","0.796774"
"1131","0.796774"
"1132","0.796774"
"1133","0.796774"
"1134","0.796774"
"1135","0.796774"
"1136","0.796774"
"1137","0.796774"
"1138","0.796774"
"1139","0.796774"
"1140","0.796774"
"1141","0.796774"
"1142","0.796774"
"1143","0.796774"
"1144","0.796774"
"1145","0.796774"
"1146","0.796774"
"1147","0.796774"
"1148","0.796774"
"1149","0.796774"
"1150","0.796774"
"1151","0.796774"
"1152","0.796774"
"1153","0.796774"
"1154","0.796774"
"1155","0.796774"
"1156","0.796774"
"1157","0.796774"
"1158","0.796774"
"1159","0.796774"
"1160","0.796774"
"1161","0.796774"
"1162","0.798387"
"1163","0.798387"
"1164","0.798387"
"1165","0.798387"
"1166","0.798387"
"1167","0.798387"
"1168","0.798387"
"1169","0.798387"
"1170","0.8"
"1171","0.8"
"1172","0.8"
"1173","0.8"
"1174","0.8"
"1175","0.8"
"1176","0.8"
"1177","0.8"
"1178","0.8"
"1179","0.8"
"1180","0.8"
"1181","0.8"
"1182","0.8"
"1183","0.8"
"1184","0.8"
"1185","0.8"
"1186","0.8"
"1187","0.8"
"1188","0.8"
"1189","0.8"
"1190","0.8"
"1191","0.8"
"1192","0.8"
"1193","0.8"
"1194","0.8"
"1195","0.8"
"1196","0.801613"
"1197","0.801613"
"1198","0.801613"
"1199","0.801613"
"1200","0.801613"
"1201","0.801613"
"1202","0.801613"
"1203","0.801613"
"1204","0.801613"
"1205","0.801613"
"1206","0.801613"
"1207","0.801613"
"1208","0.801613"
"1209","0.801613"
"1210","0.801613"
"1211","0.801613"
"1212","0.801613"
"1213","0.801613"
"1214","0.801613"
"1215","0.801613"
"1216","0.801613"
"1217","0.801613"
"1218","0.801613"
"1219","0.801613"
"1220","0.801613"
"1221","0.801613"
"1222","0.801613"
"1223","0.801613"
"1224","0.801613"
"1225","0.801613"
"1226","0.801613"
"1227","0.801613"
"1228","0.801613"
"1229","0.801613"
"1230","0.801613"
"1231","0.801613"
"1232","0.801613"
"1233","0.801613"
"1234","0.801613"
"1235","0.801613"
"1236","0.801613"
"1237","0.801613"
"1238","0.801613"
"1239","0.801613"
"1240","0.801613"
"1241","0.801613"
"1242","0.801613"
"1243","0.801613"
"1244","0.801613"
"1245","0.801613"
"1246","0.801613"
"1247","0.801613"
"1248","0.803226"
"1249","0.803226"
"1250","0.803226"
"1251","0.803226"
"1252","0.803226"
"1253","0.803226"
"1254","0.803226"
"1255","0.803226"
"1256","0.803226"
"1257","0.803226"
"1258","0.803226"
"1259","0.803226"
"1260","0.803226"
"1261","0.803226"
"1262","0.803226"
"1263","0.803226"
"1264","0.803226"
"1265","0.803226"
"1266","0.803226"
"1267","0.803226"
"1268","0.803226"
"1269","0.803226"
"1270","0.803226"
"1271","0.803226"
"1272","0.803226"
"1273","0.803226"
"1274","0.803226"
"1275","0.803226"
"1276","0.803226"
"1277","0.803226"
"1278","0.803226"
"1279","0.803226"
"1280","0.803226"
"1281","0.803226"
"1282","0.803226"
"1283","0.803226"
"1284","0.803226"
"1285","0.803226"
"1286","0.803226"
"1287","0.803226"
"1288","0.803226"
"1289","0.803226"
"1290","0.804839"
"1291","0.804839"
"1292","0.804839"
"1293","0.804839"
"1294","0.804839"
"1295","0.804839"
"1296","0.804839"
"1297","0.808065"
"1298","0.808065"
"1299","0.808065"
"1300","0.808065"
"1301","0.808065"
"1302","0.808065"
"1303","0.808065"
"1304","0.808065"
"1305","0.808065"
"1306","0.808065"
"1307","0.808065"
"1308","0.808065"
"1309","0.808065"
"1310","0.808065"
"1311","0.808065"
"1312","0.808065"
"1313","0.808065"
"1314","0.808065"
"1315","0.808065"
"1316","0.808065"
"1317","0.808065"
"1318","0.808065"
"1319","0.808065"
"1320","0.808065"
"1321","0.808065"
"1322","0.808065"
"1323","0.808065"
"1324","0.808065"
"1325","0.808065"
"1326","0.808065"
"1327","0.808065"
"1328","0.808065"
"1329","0.808065"
"1330","0.808065"
"1331","0.808065"
"1332","0.808065"
"1333","0.808065"
"1334","0.808065"
"1335","0.808065"
"1336","0.808065"
"1337","0.808065"
"1338","0.808065"
"1339","0.808065"
"1340","0.808065"
"1341","0.808065"
"1342","0.808065"
"1343","0.808065"
"1344","0.808065"
"1345","0.808065"
"1346","0.808065"
"1347","0.808065"
"1348","0.808065"
"1349","0.808065"
"1350","0.808065"
"1351","0.808065"
"1352","0.808065"
"1353","0.808065"
"1354","0.808065"
"1355","0.808065"
"1356","0.808065"
"1357","0.808065"
"1358","0.808065"
"1359","0.808065"
"1360","0.808065"
"1361","0.808065"
"1362","0.808065"
"1363","0.808065"
"1364","0.808065"
"1365","0.808065"
"1366","0.808065"
"1367","0.808065"
"1368","0.808065"
"1369","0.808065"
"1370","0.808065"
"1371","0.809677"
"1372","0.809677"
"1373","0.809677"
"1374","0.81129"
"1375","0.81129"
"1376","0.81129"
"1377","0.81129"
"1378","0.81129"
"1379","0.81129"
"1380","0.81129"
"1381","0.81129"
"1382","0.81129"
"1383","0.81129"
"1384","0.81129"
"1385","0.81129"
"1386","0.81129"
"1387","0.81129"
"1388","0.81129"
"1389","0.81129"
"1390","0.81129"
"1391","0.81129"
"1392","0.81129"
"1393","0.81129"
"1394","0.81129"
"1395","0.81129"
"1396","0.81129"
"1397","0.81129"
"1398","0.81129"
"1399","0.81129"
"1400","0.81129"
"1401","0.81129"
"1402","0.81129"
"1403","0.81129"
"1404","0.81129"
"1405","0.81129"
"1406","0.81129"
"1407","0.81129"
"1408","0.812903"
"1409","0.812903"
"1410","0.812903"
"1411","0.812903"
"1412","0.812903"
"1413","0.812903"
"1414","0.814516"
"1415","0.814516"
"1416","0.814516"
"1417","0.814516"
"1418","0.814516"
"1419","0.814516"
"1420","0.814516"
"1421","0.814516"
"1422","0.814516"
"1423","0.814516"
"1424","0.814516"
"1425","0.814516"
"1426","0.814516"
"1427","0.814516"
"1428","0.814516"
"1429","0.814516"
"1430","0.814516"
"1431","0.814516"
"1432","0.814516"
"1433","0.814516"
"1434","0.816129"
"1435","0.816129"
"1436","0.816129"
"1437","0.816129"
"1438","0.816129"
"1439","0.816129"
"1440","0.816129"
"1441","0.816129"
"1442","0.816129"
"1443","0.816129"
"1444","0.816129"
"1445","0.816129"
"1446","0.816129"
"1447","0.816129"
"1448","0.816129"
"1449","0.816129"
"1450","0.816129"
"1451","0.816129"
"1452","0.816129"
"1453","0.816129"
"1454","0.816129"
"1455","0.816129"
"1456","0.816129"
"1457","0.816129"
"1458","0.816129"
"1459","0.816129"
"1460","0.816129"
"1461","0.817742"
"1462","0.817742"
"1463","0.817742"
"1464","0.817742"
"1465","0.817742"
"1466","0.817742"
"1467","0.817742"
"1468","0.817742"
"1469","0.817742"
"1470","0.817742"
"1471","0.817742"
"1472","0.817742"
"1473","0.817742"
"1474","0.817742"
"1475","0.817742"
"1476","0.817742"
"1477","0.817742"
"1478","0.817742"
"1479","0.819355"
"1480","0.819355"
"1481","0.819355"
"1482","0.819355"
"1483","0.819355"
"1484","0.819355"
"1485","0.820968"
"1486","0.820968"
"1487","0.820968"
"1488","0.820968"
"1489","0.820968"
"1490","0.820968"
"1491","0.820968"
"1492","0.822581"
"1493","0.822581"
"1494","0.822581"
"1495","0.822581"
"1496","0.822581"
"1497","0.822581"
"1498","0.822581"
"1499","0.822581"
