"Connection Duration","Probability"
"359","0.625216"
"360","0.625216"
"361","0.625216"
"362","0.626943"
"363","0.626943"
"364","0.62867"
"365","0.62867"
"366","0.630397"
"367","0.632124"
"368","0.633851"
"369","0.633851"
"370","0.633851"
"371","0.633851"
"372","0.633851"
"373","0.633851"
"374","0.633851"
"375","0.633851"
"376","0.633851"
"377","0.633851"
"378","0.633851"
"379","0.633851"
"380","0.633851"
"381","0.633851"
"382","0.635579"
"383","0.635579"
"384","0.635579"
"385","0.635579"
"386","0.635579"
"387","0.635579"
"388","0.635579"
"389","0.635579"
"390","0.635579"
"391","0.635579"
"392","0.635579"
"393","0.635579"
"394","0.635579"
"395","0.637306"
"396","0.637306"
"397","0.637306"
"398","0.639033"
"399","0.642487"
"400","0.642487"
"401","0.642487"
"402","0.644214"
"403","0.644214"
"404","0.645941"
"405","0.645941"
"406","0.645941"
"407","0.645941"
"408","0.647668"
"409","0.647668"
"410","0.647668"
"411","0.647668"
"412","0.647668"
"413","0.647668"
"414","0.647668"
"415","0.647668"
"416","0.647668"
"417","0.647668"
"418","0.647668"
"419","0.649396"
"420","0.649396"
"421","0.649396"
"422","0.649396"
"423","0.649396"
"424","0.649396"
"425","0.65285"
"426","0.654577"
"427","0.654577"
"428","0.658031"
"429","0.659758"
"430","0.659758"
"431","0.659758"
"432","0.659758"
"433","0.659758"
"434","0.659758"
"435","0.659758"
"436","0.661485"
"437","0.661485"
"438","0.661485"
"439","0.661485"
"440","0.661485"
"441","0.661485"
"442","0.661485"
"443","0.661485"
"444","0.661485"
"445","0.661485"
"446","0.661485"
"447","0.661485"
"448","0.661485"
"449","0.663212"
"450","0.663212"
"451","0.663212"
"452","0.663212"
"453","0.663212"
"454","0.663212"
"455","0.663212"
"456","0.663212"
"457","0.663212"
"458","0.663212"
"459","0.663212"
"460","0.66494"
"461","0.66494"
"462","0.66494"
"463","0.66494"
"464","0.66494"
"465","0.66494"
"466","0.66494"
"467","0.66494"
"468","0.66494"
"469","0.66494"
"470","0.66494"
"471","0.66494"
"472","0.66494"
"473","0.66494"
"474","0.66494"
"475","0.666667"
"476","0.666667"
"477","0.668394"
"478","0.668394"
"479","0.668394"
"480","0.668394"
"481","0.668394"
"482","0.670121"
"483","0.671848"
"484","0.671848"
"485","0.671848"
"486","0.671848"
"487","0.671848"
"488","0.671848"
"489","0.671848"
"490","0.671848"
"491","0.671848"
"492","0.671848"
"493","0.671848"
"494","0.673575"
"495","0.673575"
"496","0.673575"
"497","0.673575"
"498","0.673575"
"499","0.673575"
"500","0.675302"
"501","0.675302"
"502","0.675302"
"503","0.675302"
"504","0.677029"
"505","0.677029"
"506","0.677029"
"507","0.677029"
"508","0.677029"
"509","0.677029"
"510","0.677029"
"511","0.677029"
"512","0.677029"
"513","0.677029"
"514","0.677029"
"515","0.677029"
"516","0.677029"
"517","0.677029"
"518","0.677029"
"519","0.677029"
"520","0.677029"
"521","0.677029"
"522","0.677029"
"523","0.677029"
"524","0.677029"
"525","0.677029"
"526","0.677029"
"527","0.677029"
"528","0.677029"
"529","0.677029"
"530","0.677029"
"531","0.677029"
"532","0.677029"
"533","0.677029"
"534","0.677029"
"535","0.677029"
"536","0.678756"
"537","0.678756"
"538","0.680484"
"539","0.680484"
"540","0.680484"
"541","0.680484"
"542","0.680484"
"543","0.680484"
"544","0.680484"
"545","0.680484"
"546","0.680484"
"547","0.680484"
"548","0.680484"
"549","0.680484"
"550","0.680484"
"551","0.682211"
"552","0.682211"
"553","0.682211"
"554","0.682211"
"555","0.682211"
"556","0.682211"
"557","0.682211"
"558","0.682211"
"559","0.682211"
"560","0.682211"
"561","0.682211"
"562","0.682211"
"563","0.682211"
"564","0.682211"
"565","0.682211"
"566","0.682211"
"567","0.682211"
"568","0.682211"
"569","0.682211"
"570","0.682211"
"571","0.682211"
"572","0.682211"
"573","0.682211"
"574","0.682211"
"575","0.682211"
"576","0.682211"
"577","0.683938"
"578","0.683938"
"579","0.683938"
"580","0.685665"
"581","0.685665"
"582","0.685665"
"583","0.685665"
"584","0.685665"
"585","0.685665"
"586","0.685665"
"587","0.687392"
"588","0.687392"
"589","0.687392"
"590","0.687392"
"591","0.687392"
"592","0.687392"
"593","0.687392"
"594","0.687392"
"595","0.687392"
"596","0.687392"
"597","0.687392"
"598","0.689119"
"599","0.689119"
"600","0.689119"
"601","0.690846"
"602","0.692573"
"603","0.696028"
"604","0.70639"
"605","0.713299"
"606","0.725389"
"607","0.727116"
"608","0.73057"
"609","0.732297"
"610","0.732297"
"611","0.732297"
"612","0.732297"
"613","0.732297"
"614","0.732297"
"615","0.732297"
"616","0.732297"
"617","0.732297"
"618","0.732297"
"619","0.732297"
"620","0.734024"
"621","0.734024"
"622","0.735751"
"623","0.735751"
"624","0.735751"
"625","0.735751"
"626","0.735751"
"627","0.735751"
"628","0.735751"
"629","0.735751"
"630","0.735751"
"631","0.735751"
"632","0.735751"
"633","0.735751"
"634","0.735751"
"635","0.735751"
"636","0.735751"
"637","0.735751"
"638","0.735751"
"639","0.735751"
"640","0.735751"
"641","0.735751"
"642","0.735751"
"643","0.735751"
"644","0.735751"
"645","0.735751"
"646","0.735751"
"647","0.735751"
"648","0.735751"
"649","0.735751"
"650","0.735751"
"651","0.735751"
"652","0.735751"
"653","0.735751"
"654","0.735751"
"655","0.735751"
"656","0.735751"
"657","0.737478"
"658","0.739206"
"659","0.739206"
"660","0.739206"
"661","0.739206"
"662","0.739206"
"663","0.739206"
"664","0.739206"
"665","0.739206"
"666","0.740933"
"667","0.740933"
"668","0.740933"
"669","0.740933"
"670","0.740933"
"671","0.74266"
"672","0.74266"
"673","0.74266"
"674","0.74266"
"675","0.744387"
"676","0.744387"
"677","0.744387"
"678","0.744387"
"679","0.744387"
"680","0.744387"
"681","0.744387"
"682","0.744387"
"683","0.744387"
"684","0.744387"
"685","0.744387"
"686","0.744387"
"687","0.744387"
"688","0.744387"
"689","0.744387"
"690","0.744387"
"691","0.744387"
"692","0.744387"
"693","0.744387"
"694","0.744387"
"695","0.744387"
"696","0.744387"
"697","0.744387"
"698","0.744387"
"699","0.744387"
"700","0.744387"
"701","0.746114"
"702","0.746114"
"703","0.746114"
"704","0.746114"
"705","0.746114"
"706","0.746114"
"707","0.747841"
"708","0.747841"
"709","0.749568"
"710","0.751295"
"711","0.751295"
"712","0.751295"
"713","0.751295"
"714","0.751295"
"715","0.753022"
"716","0.753022"
"717","0.753022"
"718","0.753022"
"719","0.753022"
"720","0.753022"
"721","0.753022"
"722","0.753022"
"723","0.753022"
"724","0.753022"
"725","0.753022"
"726","0.753022"
"727","0.753022"
"728","0.753022"
"729","0.753022"
"730","0.753022"
"731","0.753022"
"732","0.753022"
"733","0.753022"
"734","0.753022"
"735","0.753022"
"736","0.753022"
"737","0.75475"
"738","0.75475"
"739","0.75475"
"740","0.75475"
"741","0.75475"
"742","0.75475"
"743","0.75475"
"744","0.756477"
"745","0.756477"
"746","0.756477"
"747","0.756477"
"748","0.758204"
"749","0.758204"
"750","0.758204"
"751","0.758204"
"752","0.758204"
"753","0.759931"
"754","0.759931"
"755","0.759931"
"756","0.759931"
"757","0.759931"
"758","0.759931"
"759","0.759931"
"760","0.759931"
"761","0.759931"
"762","0.759931"
"763","0.759931"
"764","0.759931"
"765","0.759931"
"766","0.759931"
"767","0.759931"
"768","0.759931"
"769","0.759931"
"770","0.759931"
"771","0.759931"
"772","0.759931"
"773","0.761658"
"774","0.763385"
"775","0.763385"
"776","0.763385"
"777","0.765112"
"778","0.765112"
"779","0.765112"
"780","0.765112"
"781","0.765112"
"782","0.766839"
"783","0.768566"
"784","0.768566"
"785","0.768566"
"786","0.768566"
"787","0.768566"
"788","0.768566"
"789","0.768566"
"790","0.768566"
"791","0.768566"
"792","0.768566"
"793","0.768566"
"794","0.768566"
"795","0.768566"
"796","0.768566"
"797","0.768566"
"798","0.768566"
"799","0.768566"
"800","0.768566"
"801","0.768566"
"802","0.768566"
"803","0.768566"
"804","0.768566"
"805","0.768566"
"806","0.768566"
"807","0.768566"
"808","0.768566"
"809","0.768566"
"810","0.768566"
"811","0.768566"
"812","0.768566"
"813","0.768566"
"814","0.768566"
"815","0.768566"
"816","0.768566"
"817","0.768566"
"818","0.768566"
"819","0.772021"
"820","0.772021"
"821","0.772021"
"822","0.772021"
"823","0.772021"
"824","0.772021"
"825","0.772021"
"826","0.772021"
"827","0.772021"
"828","0.772021"
"829","0.772021"
"830","0.772021"
"831","0.772021"
"832","0.772021"
"833","0.772021"
"834","0.772021"
"835","0.772021"
"836","0.772021"
"837","0.772021"
"838","0.772021"
"839","0.772021"
"840","0.772021"
"841","0.772021"
"842","0.772021"
"843","0.772021"
"844","0.772021"
"845","0.773748"
"846","0.773748"
"847","0.773748"
"848","0.775475"
"849","0.775475"
"850","0.775475"
"851","0.775475"
"852","0.775475"
"853","0.775475"
"854","0.775475"
"855","0.775475"
"856","0.775475"
"857","0.775475"
"858","0.775475"
"859","0.775475"
"860","0.775475"
"861","0.775475"
"862","0.775475"
"863","0.775475"
"864","0.775475"
"865","0.775475"
"866","0.775475"
"867","0.775475"
"868","0.775475"
"869","0.775475"
"870","0.775475"
"871","0.775475"
"872","0.775475"
"873","0.775475"
"874","0.775475"
"875","0.775475"
"876","0.775475"
"877","0.775475"
"878","0.775475"
"879","0.775475"
"880","0.775475"
"881","0.775475"
"882","0.775475"
"883","0.775475"
"884","0.775475"
"885","0.775475"
"886","0.775475"
"887","0.775475"
"888","0.775475"
"889","0.775475"
"890","0.775475"
"891","0.777202"
"892","0.777202"
"893","0.777202"
"894","0.777202"
"895","0.777202"
"896","0.777202"
"897","0.777202"
"898","0.777202"
"899","0.777202"
"900","0.777202"
"901","0.777202"
"902","0.777202"
"903","0.777202"
"904","0.777202"
"905","0.778929"
"906","0.778929"
"907","0.778929"
"908","0.782383"
"909","0.784111"
"910","0.784111"
"911","0.784111"
"912","0.784111"
"913","0.784111"
"914","0.785838"
"915","0.785838"
"916","0.785838"
"917","0.787565"
"918","0.787565"
"919","0.787565"
"920","0.787565"
"921","0.789292"
"922","0.789292"
"923","0.789292"
"924","0.789292"
"925","0.789292"
"926","0.789292"
"927","0.789292"
"928","0.789292"
"929","0.789292"
"930","0.789292"
"931","0.789292"
"932","0.789292"
"933","0.789292"
"934","0.789292"
"935","0.789292"
"936","0.789292"
"937","0.789292"
"938","0.789292"
"939","0.789292"
"940","0.789292"
"941","0.789292"
"942","0.789292"
"943","0.789292"
"944","0.789292"
"945","0.789292"
"946","0.789292"
"947","0.789292"
"948","0.789292"
"949","0.789292"
"950","0.789292"
"951","0.789292"
"952","0.789292"
"953","0.789292"
"954","0.789292"
"955","0.789292"
"956","0.789292"
"957","0.789292"
"958","0.789292"
"959","0.789292"
"960","0.789292"
"961","0.789292"
"962","0.789292"
"963","0.789292"
"964","0.789292"
"965","0.789292"
"966","0.789292"
"967","0.789292"
"968","0.789292"
"969","0.789292"
"970","0.789292"
"971","0.789292"
"972","0.789292"
"973","0.789292"
"974","0.789292"
"975","0.789292"
"976","0.789292"
"977","0.789292"
"978","0.789292"
"979","0.789292"
"980","0.789292"
"981","0.789292"
"982","0.789292"
"983","0.789292"
"984","0.789292"
"985","0.789292"
"986","0.789292"
"987","0.791019"
"988","0.791019"
"989","0.791019"
"990","0.791019"
"991","0.791019"
"992","0.791019"
"993","0.791019"
"994","0.791019"
"995","0.791019"
"996","0.791019"
"997","0.791019"
"998","0.791019"
"999","0.791019"
"1000","0.791019"
"1001","0.791019"
"1002","0.791019"
"1003","0.791019"
"1004","0.791019"
"1005","0.791019"
"1006","0.791019"
"1007","0.791019"
"1008","0.791019"
"1009","0.791019"
"1010","0.791019"
"1011","0.791019"
"1012","0.791019"
"1013","0.791019"
"1014","0.791019"
"1015","0.791019"
"1016","0.792746"
"1017","0.792746"
"1018","0.792746"
"1019","0.792746"
"1020","0.792746"
"1021","0.792746"
"1022","0.792746"
"1023","0.792746"
"1024","0.792746"
"1025","0.792746"
"1026","0.792746"
"1027","0.792746"
"1028","0.792746"
"1029","0.792746"
"1030","0.792746"
"1031","0.792746"
"1032","0.792746"
"1033","0.792746"
"1034","0.794473"
"1035","0.794473"
"1036","0.794473"
"1037","0.794473"
"1038","0.794473"
"1039","0.794473"
"1040","0.7962"
"1041","0.7962"
"1042","0.7962"
"1043","0.7962"
"1044","0.7962"
"1045","0.7962"
"1046","0.7962"
"1047","0.7962"
"1048","0.7962"
"1049","0.7962"
"1050","0.7962"
"1051","0.7962"
"1052","0.7962"
"1053","0.797927"
"1054","0.797927"
"1055","0.797927"
"1056","0.797927"
"1057","0.797927"
"1058","0.797927"
"1059","0.797927"
"1060","0.797927"
"1061","0.797927"
"1062","0.797927"
"1063","0.797927"
"1064","0.799655"
"1065","0.799655"
"1066","0.799655"
"1067","0.799655"
"1068","0.801382"
"1069","0.801382"
"1070","0.801382"
"1071","0.801382"
"1072","0.801382"
"1073","0.801382"
"1074","0.801382"
"1075","0.801382"
"1076","0.801382"
"1077","0.801382"
"1078","0.801382"
"1079","0.801382"
"1080","0.801382"
"1081","0.801382"
"1082","0.801382"
"1083","0.801382"
"1084","0.801382"
"1085","0.801382"
"1086","0.801382"
"1087","0.801382"
"1088","0.801382"
"1089","0.801382"
"1090","0.801382"
"1091","0.801382"
"1092","0.801382"
"1093","0.801382"
"1094","0.801382"
"1095","0.801382"
"1096","0.801382"
"1097","0.801382"
"1098","0.803109"
"1099","0.803109"
"1100","0.803109"
"1101","0.803109"
"1102","0.803109"
"1103","0.803109"
"1104","0.803109"
"1105","0.803109"
"1106","0.803109"
"1107","0.803109"
"1108","0.803109"
"1109","0.803109"
"1110","0.803109"
"1111","0.803109"
"1112","0.803109"
"1113","0.803109"
"1114","0.803109"
"1115","0.803109"
"1116","0.803109"
"1117","0.803109"
"1118","0.803109"
"1119","0.803109"
"1120","0.803109"
"1121","0.803109"
"1122","0.803109"
"1123","0.803109"
"1124","0.803109"
"1125","0.803109"
"1126","0.803109"
"1127","0.803109"
"1128","0.803109"
"1129","0.803109"
"1130","0.803109"
"1131","0.803109"
"1132","0.803109"
"1133","0.803109"
"1134","0.803109"
"1135","0.803109"
"1136","0.803109"
"1137","0.803109"
"1138","0.803109"
"1139","0.803109"
"1140","0.803109"
"1141","0.803109"
"1142","0.803109"
"1143","0.803109"
"1144","0.803109"
"1145","0.803109"
"1146","0.803109"
"1147","0.803109"
"1148","0.803109"
"1149","0.803109"
"1150","0.803109"
"1151","0.803109"
"1152","0.803109"
"1153","0.803109"
"1154","0.803109"
"1155","0.803109"
"1156","0.803109"
"1157","0.803109"
"1158","0.803109"
"1159","0.803109"
"1160","0.803109"
"1161","0.803109"
"1162","0.803109"
"1163","0.803109"
"1164","0.803109"
"1165","0.803109"
"1166","0.803109"
"1167","0.803109"
"1168","0.803109"
"1169","0.803109"
"1170","0.803109"
"1171","0.803109"
"1172","0.803109"
"1173","0.803109"
"1174","0.803109"
"1175","0.803109"
"1176","0.803109"
"1177","0.803109"
"1178","0.803109"
"1179","0.804836"
"1180","0.804836"
"1181","0.804836"
"1182","0.804836"
"1183","0.804836"
"1184","0.804836"
"1185","0.804836"
"1186","0.804836"
"1187","0.804836"
"1188","0.804836"
"1189","0.804836"
"1190","0.804836"
"1191","0.804836"
"1192","0.804836"
"1193","0.804836"
"1194","0.804836"
"1195","0.804836"
"1196","0.804836"
"1197","0.806563"
"1198","0.806563"
"1199","0.806563"
"1200","0.806563"
"1201","0.806563"
"1202","0.806563"
"1203","0.806563"
"1204","0.806563"
"1205","0.806563"
"1206","0.806563"
"1207","0.806563"
"1208","0.806563"
"1209","0.806563"
"1210","0.806563"
"1211","0.806563"
"1212","0.806563"
"1213","0.806563"
"1214","0.806563"
"1215","0.806563"
"1216","0.806563"
"1217","0.806563"
"1218","0.806563"
"1219","0.806563"
"1220","0.806563"
"1221","0.806563"
"1222","0.80829"
"1223","0.80829"
"1224","0.80829"
"1225","0.80829"
"1226","0.80829"
"1227","0.80829"
"1228","0.80829"
"1229","0.80829"
"1230","0.80829"
"1231","0.80829"
"1232","0.80829"
"1233","0.80829"
"1234","0.80829"
"1235","0.80829"
"1236","0.80829"
"1237","0.80829"
"1238","0.80829"
"1239","0.80829"
"1240","0.80829"
"1241","0.80829"
"1242","0.80829"
"1243","0.80829"
"1244","0.80829"
"1245","0.80829"
"1246","0.80829"
"1247","0.80829"
"1248","0.80829"
"1249","0.80829"
"1250","0.80829"
"1251","0.80829"
"1252","0.80829"
"1253","0.80829"
"1254","0.80829"
"1255","0.80829"
"1256","0.80829"
"1257","0.80829"
"1258","0.80829"
"1259","0.80829"
"1260","0.80829"
"1261","0.80829"
"1262","0.80829"
"1263","0.80829"
"1264","0.80829"
"1265","0.80829"
"1266","0.80829"
"1267","0.80829"
"1268","0.80829"
"1269","0.80829"
"1270","0.80829"
"1271","0.80829"
"1272","0.80829"
"1273","0.80829"
"1274","0.80829"
"1275","0.80829"
"1276","0.80829"
"1277","0.80829"
"1278","0.80829"
"1279","0.80829"
"1280","0.80829"
"1281","0.80829"
"1282","0.80829"
"1283","0.80829"
"1284","0.80829"
"1285","0.80829"
"1286","0.80829"
"1287","0.80829"
"1288","0.80829"
"1289","0.80829"
"1290","0.80829"
"1291","0.80829"
"1292","0.80829"
"1293","0.80829"
"1294","0.80829"
"1295","0.80829"
"1296","0.80829"
"1297","0.80829"
"1298","0.810017"
"1299","0.810017"
"1300","0.810017"
"1301","0.810017"
"1302","0.810017"
"1303","0.810017"
"1304","0.810017"
"1305","0.810017"
"1306","0.810017"
"1307","0.810017"
"1308","0.810017"
"1309","0.810017"
"1310","0.810017"
"1311","0.810017"
"1312","0.810017"
"1313","0.810017"
"1314","0.810017"
"1315","0.810017"
"1316","0.810017"
"1317","0.810017"
"1318","0.810017"
"1319","0.810017"
"1320","0.810017"
"1321","0.810017"
"1322","0.810017"
"1323","0.810017"
"1324","0.810017"
"1325","0.810017"
"1326","0.810017"
"1327","0.810017"
"1328","0.810017"
"1329","0.810017"
"1330","0.810017"
"1331","0.810017"
"1332","0.810017"
"1333","0.810017"
"1334","0.810017"
"1335","0.811744"
"1336","0.811744"
"1337","0.811744"
"1338","0.813472"
"1339","0.813472"
"1340","0.813472"
"1341","0.813472"
"1342","0.813472"
"1343","0.813472"
"1344","0.813472"
"1345","0.813472"
"1346","0.813472"
"1347","0.813472"
"1348","0.813472"
"1349","0.813472"
"1350","0.813472"
"1351","0.813472"
"1352","0.813472"
"1353","0.813472"
"1354","0.813472"
"1355","0.813472"
"1356","0.813472"
"1357","0.813472"
"1358","0.813472"
"1359","0.813472"
"1360","0.813472"
"1361","0.813472"
"1362","0.813472"
"1363","0.813472"
"1364","0.813472"
"1365","0.813472"
"1366","0.813472"
"1367","0.815199"
"1368","0.815199"
"1369","0.815199"
"1370","0.815199"
"1371","0.815199"
"1372","0.815199"
"1373","0.815199"
"1374","0.815199"
"1375","0.815199"
"1376","0.815199"
"1377","0.815199"
"1378","0.815199"
"1379","0.815199"
"1380","0.815199"
"1381","0.815199"
"1382","0.815199"
"1383","0.815199"
"1384","0.815199"
"1385","0.815199"
"1386","0.815199"
"1387","0.815199"
"1388","0.815199"
"1389","0.815199"
"1390","0.815199"
"1391","0.815199"
"1392","0.815199"
"1393","0.815199"
"1394","0.815199"
"1395","0.815199"
"1396","0.815199"
"1397","0.815199"
"1398","0.815199"
"1399","0.815199"
"1400","0.815199"
"1401","0.815199"
"1402","0.815199"
"1403","0.815199"
"1404","0.815199"
"1405","0.815199"
"1406","0.815199"
"1407","0.815199"
"1408","0.815199"
"1409","0.815199"
"1410","0.816926"
"1411","0.816926"
"1412","0.816926"
"1413","0.816926"
"1414","0.816926"
"1415","0.816926"
"1416","0.816926"
"1417","0.816926"
"1418","0.816926"
"1419","0.818653"
"1420","0.818653"
"1421","0.818653"
"1422","0.818653"
"1423","0.818653"
"1424","0.818653"
"1425","0.818653"
"1426","0.818653"
"1427","0.818653"
"1428","0.818653"
"1429","0.818653"
"1430","0.818653"
"1431","0.818653"
"1432","0.818653"
"1433","0.818653"
"1434","0.818653"
"1435","0.818653"
"1436","0.818653"
"1437","0.818653"
"1438","0.818653"
"1439","0.818653"
"1440","0.818653"
"1441","0.818653"
"1442","0.818653"
"1443","0.818653"
"1444","0.818653"
"1445","0.818653"
"1446","0.818653"
"1447","0.818653"
"1448","0.818653"
"1449","0.818653"
"1450","0.818653"
"1451","0.82038"
"1452","0.82038"
"1453","0.82038"
"1454","0.82038"
"1455","0.82038"
"1456","0.82038"
"1457","0.82038"
"1458","0.82038"
"1459","0.82038"
"1460","0.82038"
"1461","0.82038"
"1462","0.82038"
"1463","0.82038"
"1464","0.82038"
"1465","0.82038"
"1466","0.82038"
"1467","0.82038"
"1468","0.82038"
"1469","0.82038"
"1470","0.82038"
"1471","0.82038"
"1472","0.82038"
"1473","0.82038"
"1474","0.82038"
"1475","0.82038"
"1476","0.82038"
"1477","0.82038"
"1478","0.82038"
"1479","0.82038"
"1480","0.82038"
"1481","0.82038"
"1482","0.82038"
"1483","0.82038"
"1484","0.82038"
"1485","0.82038"
"1486","0.82038"
"1487","0.82038"
"1488","0.82038"
"1489","0.82038"
"1490","0.82038"
"1491","0.82038"
"1492","0.82038"
"1493","0.82038"
"1494","0.82038"
