"1","0.000000","113.165.230.66","131.243.1.10","TCP","62","63267  >  21 [SYN] Seq=1678493483 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"56","91.565033","181.223.231.99","131.243.2.12","TCP","62","3362  >  21 [SYN] Seq=2469850254 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"119","126.553363","123.125.239.10","128.3.28.48","TCP","74","63004  >  21 [SYN] Seq=1171148531 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=314098082 TSecr=0 WS=1"
"401","216.393164","79.37.53.67","203.174.5.11","TCP","62","39897  >  21 [SYN] Seq=950349522 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"1302","583.488722","72.192.229.59","128.3.12.44","TCP","74","2997  >  21 [SYN] Seq=1503100016 Win=32120 Len=0 MSS=1460 SACK_PERM=1 TSval=60821156 TSecr=0 WS=1"
"4748","1536.815260","20.191.125.223","242.70.74.100","TCP","58","52099  >  21 [SYN] Seq=1131396769 Win=8760 Len=0 MSS=1460"
"10703","3125.188159","182.6.9.175","128.3.32.63","TCP","74","33006  >  21 [SYN] Seq=4176052118 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3662874 TSecr=0 WS=1"
"25533","6840.044513","80.254.140.105","131.243.193.93","TCP","58","51760  >  21 [SYN] Seq=1946902187 Win=8192 Len=0 MSS=1460"
"26641","7554.790072","20.31.25.188","78.56.58.89","TCP","62","2280  >  21 [SYN] Seq=1958719435 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"27151","7774.375692","187.67.89.67","128.3.180.73","TCP","74","48770  >  21 [SYN] Seq=509813580 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=965878326 TSecr=0 WS=1"
"35415","9917.062598","51.210.255.101","131.243.1.83","TCP","62","2812  >  21 [SYN] Seq=1148818876 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
