"1","0.000000","248.38.9.24","131.243.1.10","TCP","74","41553  >  21 [SYN] Seq=1314531094 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=3118435140 TSecr=0 WS=1"
"55","181.169693","217.148.52.180","131.243.2.12","TCP","62","2471  >  21 [SYN] Seq=3240012531 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"115","214.658574","59.30.70.208","128.3.28.48","TCP","74","34500  >  21 [SYN] Seq=2376548815 Win=4452 Len=0 MSS=1484 SACK_PERM=1 TSval=409860 TSecr=0 WS=1"
"5773","2475.883014","44.120.49.173","109.103.64.27","TCP","58","4936  >  21 [SYN] Seq=24263792 Win=8192 Len=0 MSS=1460"
"5816","2489.559743","44.120.49.173","62.159.77.154","TCP","58","2007  >  21 [SYN] Seq=24271237 Win=8192 Len=0 MSS=1460"
"5840","2492.080593","44.120.49.173","44.76.136.98","TCP","58","2207  >  21 [SYN] Seq=24272692 Win=8192 Len=0 MSS=1460"
"5878","2517.622359","44.120.49.173","189.246.241.212","TCP","58","4143  >  21 [SYN] Seq=24286673 Win=8192 Len=0 MSS=1460"
"5880","2517.628304","44.120.49.173","123.47.104.102","TCP","58","4144  >  21 [SYN] Seq=24286687 Win=8192 Len=0 MSS=1460"
"5886","2517.725048","44.120.49.173","4.18.95.135","TCP","58","4151  >  21 [SYN] Seq=24286770 Win=8192 Len=0 MSS=1460"
"5926","2519.130780","44.120.49.173","48.248.244.161","TCP","58","4266  >  21 [SYN] Seq=24287624 Win=8192 Len=0 MSS=1460"
"6765","3120.128461","217.148.52.180","203.174.5.11","TCP","62","3241  >  21 [SYN] Seq=31237828 Win=16384 Len=0 MSS=1460 SACK_PERM=1"
"15211","8289.920692","154.171.221.209","128.3.12.44","TCP","74","1142  >  21 [SYN] Seq=466844630 Win=57344 Len=0 MSS=1460 WS=1 TSval=6227503 TSecr=0"
"16128","8601.100865","197.113.3.99","128.3.20.245","TCP","62","1845  >  21 [SYN] Seq=785261745 Win=8760 Len=0 MSS=1460"
"22465","12211.630862","8.24.194.121","128.3.180.73","TCP","74","64225  >  21 [SYN] Seq=1311938050 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=9608745 TSecr=0 WS=1"
"38313","18012.547408","53.199.193.137","242.70.74.100","TCP","74","4312  >  21 [SYN] Seq=94092818 Win=5840 Len=0 MSS=1460 SACK_PERM=1 TSval=115350200 TSecr=0 WS=1"
"44602","19260.572831","71.226.190.160","229.54.79.176","TCP","62","1298  >  21 [SYN] Seq=1140487 Win=8192 Len=0 MSS=1474 SACK_PERM=1"
"81718","28330.119855","249.4.134.221","141.35.20.31","TCP","62","4352  >  21 [SYN] Seq=3198042591 Win=64240 Len=0 MSS=1460 SACK_PERM=1"
"82012","29227.981410","61.37.132.17","93.154.168.114","TCP","62","1519  >  21 [SYN] Seq=1906819534 Win=16384 Len=0 MSS=1440 SACK_PERM=1"
